subfolder,filename,n,m,T_star,Cmax,ratio,time_total,best_objective,best_type,best_gap,best_time
instancias1a100,144.txt,100,40,10,15.0,1.5,0.171,34.0,0.0,0.0,8.42
instancias1a100,145.txt,100,40,11,20.0,1.818182,0.173,34.0,0.0,0.0,9.86
instancias1a100,146.txt,100,40,12,17.0,1.416667,0.134,36.0,3.0,1.0,300.0
instancias1a100,147.txt,100,40,14,19.0,1.357143,0.169,34.0,0.0,0.0,7.77
instancias1a100,148.txt,100,40,12,19.0,1.583333,0.165,34.0,0.0,0.0,8.05
instancias1a100,149.txt,100,40,23,30.0,1.304348,0.165,34.0,0.0,0.0,68.78
instancias1a100,150.txt,100,40,14,20.0,1.428571,0.155,34.0,0.0,0.0,9.97
instancias1a100,151.txt,100,50,8,13.0,1.625,0.255,28.0,0.0,0.0,6.31
instancias1a100,152.txt,100,50,13,17.0,1.307692,0.222,27.0,0.0,0.0,3.42
instancias1a100,153.txt,100,50,10,18.0,1.8,0.251,28.0,0.0,0.0,4.02
instancias1a100,154.txt,100,50,11,17.0,1.545455,0.211,30.0,0.0,0.0,16.2
instancias1a100,155.txt,100,50,9,14.0,1.555556,0.179,30.0,0.0,0.0,3.61
instancias1a100,156.txt,100,50,10,18.0,1.8,0.256,30.0,0.0,0.0,3.7
instancias1a100,157.txt,100,50,8,14.0,1.75,0.204,29.0,0.0,0.0,3.91
instancias1a100,158.txt,100,50,11,17.0,1.545455,0.218,30.0,3.0,1.0,300.0
instancias1a100,159.txt,100,50,9,14.0,1.555556,0.172,30.0,0.0,0.0,5.47
instancias1a100,160.txt,100,50,9,16.0,1.777778,0.177,28.0,0.0,0.0,3.56
instancias1a100,211.txt,200,10,202,252.0,1.247525,0.13,358.0,1.0,1.0,300.0
instancias1a100,212.txt,200,10,203,228.0,1.123153,0.145,368.0,0.0,0.0,878.91
instancias1a100,213.txt,200,10,195,218.0,1.117949,0.152,361.0,0.0,0.0,62.19
instancias1a100,214.txt,200,10,194,210.0,1.082474,0.165,372.0,1.0,1.0,300.0
instancias1a100,215.txt,200,10,216,257.0,1.189815,0.182,359.0,1.0,1.0,300.0
instancias1a100,216.txt,200,10,181,211.0,1.165746,0.119,376.0,1.0,1.0,300.0
instancias1a100,217.txt,200,10,188,210.0,1.117021,0.119,355.0,1.0,1.0,300.0
instancias1a100,218.txt,200,10,196,220.0,1.122449,0.132,359.0,1.0,1.0,300.0
instancias1a100,219.txt,200,10,195,215.0,1.102564,0.13,361.0,1.0,1.0,300.0
instancias1a100,220.txt,200,10,204,230.0,1.127451,0.128,349.0,0.0,0.0,3915.0
instancias1a100,221.txt,200,20,53,89.0,1.679245,0.213,145.0,0.0,0.0,894.63
instancias1a100,222.txt,200,20,57,75.0,1.315789,0.228,144.0,1.0,1.0,300.0
instancias1a100,223.txt,200,20,52,72.0,1.384615,0.209,145.0,3.0,2.0,300.0
instancias1a100,224.txt,200,20,59,80.0,1.355932,0.246,147.0,3.0,1.0,300.0
instancias1a100,225.txt,200,20,53,77.0,1.45283,0.244,149.0,3.0,3.0,300.0
instancias1a100,226.txt,200,20,58,82.0,1.413793,0.304,144.0,3.0,2.0,300.0
instancias1a100,227.txt,200,20,57,83.0,1.45614,0.349,144.0,1.0,1.0,300.0
instancias1a100,228.txt,200,20,55,76.0,1.381818,0.235,142.0,3.0,2.0,300.0
instancias1a100,229.txt,200,20,56,77.0,1.375,0.246,146.0,3.0,2.0,300.0
instancias1a100,230.txt,200,20,53,69.0,1.301887,0.235,147.0,3.0,2.0,300.0
instancias1a100,231.txt,200,30,26,45.0,1.730769,0.289,87.0,3.0,2.0,300.0
instancias1a100,232.txt,200,30,26,41.0,1.576923,0.292,88.0,3.0,3.0,300.0
instancias1a100,233.txt,200,30,26,46.0,1.769231,0.306,87.0,3.0,2.0,300.0
instancias1a100,234.txt,200,30,26,41.0,1.576923,0.347,89.0,3.0,1.0,300.0
instancias1a100,235.txt,200,30,23,39.0,1.695652,0.32,90.0,1.0,1.0,300.0
instancias1a100,236.txt,200,30,30,43.0,1.433333,0.3,87.0,3.0,2.0,300.0
instancias1a100,237.txt,200,30,25,39.0,1.56,0.296,87.0,3.0,3.0,300.0
instancias1a100,238.txt,200,30,27,38.0,1.407407,0.286,88.0,3.0,2.0,300.0
instancias1a100,239.txt,200,30,28,43.0,1.535714,0.297,88.0,3.0,2.0,300.0
instancias1a100,240.txt,200,30,28,43.0,1.535714,0.311,89.0,3.0,3.0,300.0
instancias1a100,241.txt,200,40,16,26.0,1.625,0.422,65.0,3.0,2.0,300.0
instancias1a100,242.txt,200,40,16,24.0,1.5,0.383,63.0,3.0,2.0,300.0
instancias1a100,243.txt,200,40,15,23.0,1.533333,0.314,64.0,3.0,3.0,300.0
instancias1a100,244.txt,200,40,16,29.0,1.8125,0.335,64.0,3.0,3.0,300.0
instancias1a100,245.txt,200,40,19,36.0,1.894737,0.356,63.0,3.0,1.0,300.0
instancias1a100,246.txt,200,40,17,28.0,1.647059,0.342,65.0,3.0,2.0,300.0
instancias1a100,247.txt,200,40,17,28.0,1.647059,0.314,64.0,3.0,2.0,300.0
instancias1a100,248.txt,200,40,17,27.0,1.588235,0.492,64.0,3.0,2.0,300.0
instancias1a100,249.txt,200,40,14,23.0,1.642857,0.304,66.0,3.0,3.0,300.0
instancias1a100,250.txt,200,40,17,25.0,1.470588,0.339,61.0,0.0,0.0,2947.69
instancias1a100,251.txt,200,50,12,23.0,1.916667,0.423,51.0,3.0,3.0,300.0
instancias1a100,252.txt,200,50,16,25.0,1.5625,0.454,50.0,3.0,2.0,300.0
instancias1a100,253.txt,200,50,12,22.0,1.833333,0.385,50.0,3.0,2.0,300.0
instancias1a100,254.txt,200,50,12,22.0,1.833333,0.492,51.0,3.0,4.0,300.0
instancias1a100,255.txt,200,50,13,22.0,1.692308,0.354,50.0,3.0,3.0,300.0
instancias1a100,256.txt,200,50,11,16.0,1.454545,0.397,51.0,3.0,4.0,300.0
instancias1a100,257.txt,200,50,13,21.0,1.615385,0.329,51.0,3.0,3.0,300.0
instancias1a100,258.txt,200,50,12,20.0,1.666667,0.397,49.0,0.0,0.0,17.23
instancias1a100,259.txt,200,50,13,21.0,1.615385,0.591,51.0,3.0,3.0,300.0
instancias1a100,260.txt,200,50,12,20.0,1.666667,0.445,50.0,3.0,3.0,300.0
instancias1a100,511.txt,500,10,500,531.0,1.062,0.414,862.0,1.0,1.0,300.0
instancias1a100,512.txt,500,10,483,507.0,1.049689,0.459,876.0,0.0,0.0,3486.06
instancias1a100,513.txt,500,10,499,517.0,1.036072,0.41,879.0,1.0,1.0,300.0
instancias1a100,514.txt,500,10,468,511.0,1.09188,0.422,884.0,0.0,0.0,6611.63
instancias1a100,515.txt,500,10,502,532.0,1.059761,0.47,864.0,0.0,0.0,206.94
instancias1a100,516.txt,500,10,496,526.0,1.060484,0.403,901.0,1.0,2.0,300.0
instancias1a100,517.txt,500,10,454,508.0,1.118943,0.418,895.0,1.0,2.0,300.0
instancias1a100,518.txt,500,10,467,524.0,1.122056,0.444,922.0,1.0,1.0,300.0
instancias1a100,519.txt,500,10,488,510.0,1.045082,0.389,916.0,1.0,1.0,300.0
instancias1a100,520.txt,500,10,483,536.0,1.109731,0.497,893.0,0.0,0.0,318.27
instancias1a100,521.txt,500,20,134,153.0,1.141791,0.626,354.0,1.0,1.0,300.0
instancias1a100,522.txt,500,20,130,149.0,1.146154,0.566,346.0,1.0,1.0,300.0
instancias1a100,523.txt,500,20,137,167.0,1.218978,0.661,359.0,1.0,1.0,300.0
instancias1a100,524.txt,500,20,138,165.0,1.195652,0.718,351.0,0.0,0.0,3381.78
instancias1a100,525.txt,500,20,146,158.0,1.082192,0.716,348.0,1.0,1.0,300.0
instancias1a100,526.txt,500,20,133,155.0,1.165414,0.618,354.0,1.0,1.0,300.0
instancias1a100,527.txt,500,20,131,159.0,1.21374,0.685,350.0,0.0,0.0,2201.45
instancias1a100,528.txt,500,20,135,147.0,1.088889,0.611,350.0,1.0,1.0,300.0
instancias1a100,529.txt,500,20,136,156.0,1.147059,0.592,356.0,3.0,2.0,300.0
instancias1a100,530.txt,500,20,123,144.0,1.170732,0.587,355.0,1.0,1.0,300.0
instancias1a100,531.txt,500,30,61,75.0,1.229508,1.159,212.0,3.0,1.0,300.0
instancias1a100,532.txt,500,30,68,85.0,1.25,1.106,209.0,1.0,1.0,300.0
instancias1a100,533.txt,500,30,66,82.0,1.242424,1.19,213.0,1.0,1.0,300.0
instancias1a100,534.txt,500,30,66,84.0,1.272727,1.198,208.0,1.0,1.0,300.0
instancias1a100,535.txt,500,30,66,85.0,1.287879,1.204,209.0,3.0,2.0,300.0
instancias1a100,536.txt,500,30,63,82.0,1.301587,1.047,212.0,3.0,2.0,300.0
instancias1a100,537.txt,500,30,61,70.0,1.147541,1.068,213.0,3.0,2.0,300.0
instancias1a100,538.txt,500,30,65,80.0,1.230769,1.036,214.0,1.0,1.0,300.0
instancias1a100,539.txt,500,30,63,79.0,1.253968,1.029,212.0,3.0,3.0,300.0
instancias1a100,540.txt,500,30,67,82.0,1.223881,1.105,211.0,3.0,2.0,300.0
instancias1a100,541.txt,500,40,38,48.0,1.263158,1.515,149.0,3.0,2.0,300.0
instancias1a100,542.txt,500,40,38,55.0,1.447368,1.2,150.0,1.0,2.0,300.0
instancias1a100,543.txt,500,40,38,55.0,1.447368,1.412,150.0,1.0,1.0,300.0
instancias1a100,544.txt,500,40,38,54.0,1.421053,1.267,149.0,3.0,2.0,300.0
instancias1a100,545.txt,500,40,39,67.0,1.717949,1.493,151.0,1.0,1.0,300.0
instancias1a100,546.txt,500,40,38,56.0,1.473684,1.371,150.0,3.0,2.0,300.0
instancias1a100,547.txt,500,40,38,57.0,1.5,1.259,152.0,3.0,2.0,300.0
instancias1a100,548.txt,500,40,39,60.0,1.538462,1.206,153.0,3.0,2.0,300.0
instancias1a100,549.txt,500,40,37,48.0,1.297297,1.39,148.0,3.0,2.0,300.0
instancias1a100,550.txt,500,40,37,57.0,1.540541,1.402,151.0,3.0,2.0,300.0
instancias1a100,551.txt,500,50,25,35.0,1.4,1.372,116.0,1.0,1.0,300.0
instancias1a100,552.txt,500,50,26,38.0,1.461538,1.491,119.0,3.0,2.0,300.0
instancias1a100,553.txt,500,50,25,34.0,1.36,1.513,117.0,1.0,2.0,300.0
instancias1a100,554.txt,500,50,27,37.0,1.37037,1.596,118.0,1.0,2.0,300.0
instancias1a100,555.txt,500,50,26,41.0,1.576923,1.512,117.0,1.0,2.0,300.0
instancias1a100,556.txt,500,50,27,39.0,1.444444,1.755,117.0,1.0,2.0,300.0
instancias1a100,557.txt,500,50,27,44.0,1.62963,1.566,119.0,1.0,3.0,300.0
instancias1a100,558.txt,500,50,26,33.0,1.269231,1.428,117.0,1.0,2.0,300.0
instancias1a100,559.txt,500,50,26,35.0,1.346154,1.614,116.0,1.0,2.0,300.0
instancias1a100,560.txt,500,50,27,36.0,1.333333,1.507,116.0,1.0,2.0,300.0
instancias100a120,1011.txt,1000,10,10141,10341.0,1.019722,4.142,10141.0,0.0,0.0,128.28
instancias100a120,1012.txt,1000,10,10141,10239.0,1.009664,3.58,10141.0,0.0,0.0,832.89
instancias100a120,1013.txt,1000,10,10151,10458.0,1.030243,3.914,10151.0,0.0,0.0,474.92
instancias100a120,1014.txt,1000,10,10151,10260.0,1.010738,3.998,10151.0,0.0,0.0,226.98
instancias100a120,1015.txt,1000,10,10150,10371.0,1.021773,3.626,10150.0,0.0,0.0,1022.72
instancias100a120,1016.txt,1000,10,10146,10250.0,1.01025,4.255,10146.0,0.0,0.0,76.09
instancias100a120,1017.txt,1000,10,10141,10458.0,1.031259,4.046,10142.0,0.0,0.0,3555.94
instancias100a120,1018.txt,1000,10,10150,10481.0,1.032611,3.66,10150.0,0.0,0.0,76.13
instancias100a120,1019.txt,1000,10,10148,10240.0,1.009066,3.707,10148.0,0.0,0.0,233.75
instancias100a120,1020.txt,1000,10,10152,10355.0,1.019996,4.081,10152.0,0.0,0.0,181.39
instancias100a120,1021.txt,1000,20,5030,5139.0,1.02167,7.517,5030.0,0.0,0.0,415.81
instancias100a120,1022.txt,1000,20,5032,5338.0,1.060811,9.174,5032.0,0.0,0.0,544.28
instancias100a120,1023.txt,1000,20,5027,5128.0,1.020092,8.395,5028.0,1.0,1.0,300.0
instancias100a120,1024.txt,1000,20,5029,5130.0,1.020084,8.536,5030.0,1.0,1.0,300.0
instancias100a120,1025.txt,1000,20,5031,5234.0,1.04035,8.105,5032.0,1.0,1.0,300.0
instancias100a120,1026.txt,1000,20,5027,5127.0,1.019893,8.026,5028.0,1.0,1.0,300.0
instancias100a120,1027.txt,1000,20,5030,5128.0,1.019483,8.082,5031.0,1.0,1.0,300.0
instancias100a120,1028.txt,1000,20,5030,5131.0,1.02008,8.477,5031.0,1.0,1.0,300.0
instancias100a120,1029.txt,1000,20,5031,5147.0,1.023057,7.419,5031.0,0.0,0.0,278.86
instancias100a120,1030.txt,1000,20,5028,5130.0,1.020286,7.373,5029.0,1.0,1.0,300.0
instancias100a120,1031.txt,1000,30,3345,3420.0,1.022422,13.509,3407.0,1.0,54.0,300.0
instancias100a120,1032.txt,1000,30,3344,3420.0,1.022727,12.667,3407.0,1.0,61.0,300.0
instancias100a120,1033.txt,1000,30,3344,3517.0,1.051734,15.744,3402.0,1.0,53.0,300.0
instancias100a120,1034.txt,1000,30,3345,3415.0,1.020927,13.874,3408.0,1.0,56.0,300.0
instancias100a120,1035.txt,1000,30,3344,3417.0,1.02183,14.181,3406.0,1.0,57.0,300.0
instancias100a120,1036.txt,1000,30,3344,3417.0,1.02183,14.986,3407.0,1.0,58.0,300.0
instancias100a120,1037.txt,1000,30,3343,3515.0,1.051451,12.985,3400.0,1.0,51.0,300.0
instancias100a120,1038.txt,1000,30,3343,3418.0,1.022435,12.264,3404.0,1.0,52.0,300.0
instancias100a120,1039.txt,1000,30,3344,3512.0,1.050239,14.564,3407.0,1.0,58.0,300.0
instancias100a120,1040.txt,1000,30,3343,3417.0,1.022136,14.293,3401.0,1.0,54.0,300.0
instancias100a120,1041.txt,1000,40,2505,2606.0,1.040319,19.673,2506.0,1.0,1.0,300.0
instancias100a120,1042.txt,1000,40,2505,2604.0,1.039521,19.823,2506.0,1.0,1.0,300.0
instancias100a120,1043.txt,1000,40,2504,2604.0,1.039936,21.922,2505.0,1.0,1.0,300.0
instancias100a120,1044.txt,1000,40,2504,2704.0,1.079872,18.324,2505.0,1.0,1.0,300.0
instancias100a120,1045.txt,1000,40,2504,2604.0,1.039936,19.811,2505.0,1.0,1.0,300.0
instancias100a120,1046.txt,1000,40,2504,2604.0,1.039936,20.512,2506.0,1.0,2.0,300.0
instancias100a120,1047.txt,1000,40,2504,2706.0,1.080671,20.835,2505.0,1.0,1.0,300.0
instancias100a120,1048.txt,1000,40,2504,2704.0,1.079872,19.418,2505.0,1.0,1.0,300.0
instancias100a120,1049.txt,1000,40,2504,2604.0,1.039936,21.271,2505.0,1.0,1.0,300.0
instancias100a120,1050.txt,1000,40,2504,2705.0,1.080272,20.107,2506.0,1.0,2.0,300.0
instancias100a120,1051.txt,1000,50,2003,2105.0,1.050924,24.566,2005.0,1.0,2.0,300.0
instancias100a120,1052.txt,1000,50,2002,2203.0,1.1004,25.418,2004.0,1.0,2.0,300.0
instancias100a120,1053.txt,1000,50,2002,2201.0,1.099401,24.228,2004.0,1.0,2.0,300.0
instancias100a120,1054.txt,1000,50,2002,2103.0,1.05045,24.354,2003.0,1.0,1.0,300.0
instancias100a120,1055.txt,1000,50,2002,2102.0,1.04995,25.642,2004.0,1.0,2.0,300.0
instancias100a120,1056.txt,1000,50,2002,2102.0,1.04995,25.073,2004.0,1.0,2.0,300.0
instancias100a120,1057.txt,1000,50,2002,2104.0,1.050949,23.758,2003.0,1.0,1.0,300.0
instancias100a120,1058.txt,1000,50,2002,2201.0,1.099401,26.067,2003.0,1.0,1.0,300.0
instancias100a120,1059.txt,1000,50,2002,2102.0,1.04995,26.408,2005.0,1.0,3.0,300.0
instancias100a120,1060.txt,1000,50,2002,2103.0,1.05045,23.821,2004.0,1.0,2.0,300.0
instancias100a120,111.txt,100,10,1013,1119.0,1.10464,0.162,1014.0,0.0,0.0,6.36
instancias100a120,112.txt,100,10,1016,1218.0,1.198819,0.122,1018.0,1.0,1.0,300.0
instancias100a120,113.txt,100,10,1014,1111.0,1.095661,0.116,1016.0,0.0,0.0,32.34
instancias100a120,114.txt,100,10,1017,1115.0,1.096362,0.098,1018.0,1.0,1.0,300.0
instancias100a120,115.txt,100,10,1017,1124.0,1.105211,0.127,1019.0,0.0,0.0,0.72
instancias100a120,116.txt,100,10,1014,1208.0,1.191321,0.097,1015.0,0.0,0.0,20.8
instancias100a120,117.txt,100,10,1014,1111.0,1.095661,0.21,1016.0,0.0,0.0,32.33
instancias100a120,118.txt,100,10,1016,1119.0,1.101378,0.122,1017.0,0.0,0.0,42.0
instancias100a120,119.txt,100,10,1017,1112.0,1.093412,0.157,1018.0,0.0,0.0,4.33
instancias100a120,120.txt,100,10,1014,1114.0,1.098619,0.11,1015.0,0.0,0.0,2.98
instancias100a120,121.txt,100,20,505,608.0,1.20396,0.169,506.0,0.0,0.0,12.05
instancias100a120,122.txt,100,20,504,606.0,1.202381,0.189,505.0,1.0,1.0,300.0
instancias100a120,123.txt,100,20,504,607.0,1.204365,0.187,505.0,0.0,0.0,846.97
instancias100a120,124.txt,100,20,503,603.0,1.198807,0.184,505.0,1.0,1.0,300.0
instancias100a120,125.txt,100,20,504,605.0,1.200397,0.187,506.0,0.0,0.0,149.33
instancias100a120,126.txt,100,20,505,607.0,1.20198,0.212,508.0,0.0,0.0,12.0
instancias100a120,127.txt,100,20,505,607.0,1.20198,0.194,505.0,0.0,0.0,446.74
instancias100a120,128.txt,100,20,504,605.0,1.200397,0.197,507.0,1.0,2.0,300.0
instancias100a120,129.txt,100,20,503,604.0,1.200795,0.266,505.0,0.0,0.0,77.63
instancias100a120,130.txt,100,20,504,605.0,1.200397,0.227,508.0,0.0,0.0,4.08
instancias100a120,131.txt,100,30,335,501.0,1.495522,0.356,400.0,0.0,0.0,13.48
instancias100a120,132.txt,100,30,335,501.0,1.495522,0.275,400.0,0.0,0.0,15.3
instancias100a120,133.txt,100,30,335,504.0,1.504478,0.279,400.0,1.0,16.0997,300.0
instancias100a120,134.txt,100,30,335,404.0,1.20597,0.317,400.0,0.0,0.0,15.45
instancias100a120,135.txt,100,30,335,504.0,1.504478,0.283,400.0,0.0,0.0,11.83
instancias100a120,136.txt,100,30,335,500.0,1.492537,0.298,400.0,0.0,0.0,9.86
instancias100a120,137.txt,100,30,335,504.0,1.504478,0.249,400.0,1.0,17.63,300.0
instancias100a120,138.txt,100,30,336,604.0,1.797619,0.348,400.0,1.0,20.3623,300.0
instancias100a120,139.txt,100,30,335,405.0,1.208955,0.3,400.0,1.0,13.3779,300.0
instancias100a120,140.txt,100,30,335,405.0,1.208955,0.267,400.0,1.0,16.048,300.0
instancias100a120,141.txt,100,40,251,303.0,1.207171,0.371,300.0,0.0,0.0,21.86
instancias100a120,142.txt,100,40,251,303.0,1.207171,0.378,300.0,0.0,0.0,21.59
instancias100a120,143.txt,100,40,251,401.0,1.59761,0.369,300.0,0.0,0.0,25.03
instancias100a120,144.txt,100,40,251,305.0,1.215139,0.347,300.0,0.0,0.0,23.84
instancias100a120,145.txt,100,40,251,305.0,1.215139,0.482,300.0,0.0,0.0,29.06
instancias100a120,146.txt,100,40,251,303.0,1.207171,0.396,300.0,0.0,0.0,24.88
instancias100a120,147.txt,100,40,251,307.0,1.223108,0.375,300.0,0.0,0.0,31.84
instancias100a120,148.txt,100,40,251,305.0,1.215139,0.371,300.0,0.0,0.0,18.64
instancias100a120,149.txt,100,40,251,304.0,1.211155,0.404,300.0,1.0,5.26979,300.0
instancias100a120,150.txt,100,40,251,305.0,1.215139,0.437,300.0,0.0,0.0,17.11
instancias100a120,151.txt,100,50,201,302.0,1.502488,0.48,201.0,0.0,0.0,0.3
instancias100a120,152.txt,100,50,201,400.0,1.99005,0.527,202.0,0.0,0.0,32.84
instancias100a120,153.txt,100,50,201,304.0,1.512438,0.487,201.0,0.0,0.0,0.27
instancias100a120,154.txt,100,50,201,303.0,1.507463,0.57,202.0,0.0,0.0,36.81
instancias100a120,155.txt,100,50,201,300.0,1.492537,0.485,202.0,0.0,0.0,22.27
instancias100a120,156.txt,100,50,201,400.0,1.99005,0.518,202.0,0.0,0.0,44.41
instancias100a120,157.txt,100,50,201,303.0,1.507463,0.474,202.0,0.0,0.0,28.83
instancias100a120,158.txt,100,50,201,303.0,1.507463,0.626,202.0,0.0,0.0,24.67
instancias100a120,159.txt,100,50,201,303.0,1.507463,0.577,202.0,0.0,0.0,26.91
instancias100a120,160.txt,100,50,201,302.0,1.502488,0.495,201.0,0.0,0.0,26.22
instancias100a120,211.txt,200,10,2030,2132.0,1.050246,0.249,2031.0,0.0,0.0,60.22
instancias100a120,212.txt,200,10,2028,2237.0,1.103057,0.25,2030.0,1.0,1.0,300.0
instancias100a120,213.txt,200,10,2034,2149.0,1.056539,0.273,2036.0,0.0,0.0,184.2
instancias100a120,214.txt,200,10,2027,2222.0,1.096201,0.266,2028.0,0.0,0.0,126.22
instancias100a120,215.txt,200,10,2036,2354.0,1.156189,0.305,2037.0,1.0,1.0,300.0
instancias100a120,216.txt,200,10,2026,2130.0,1.051333,0.288,2028.0,1.0,1.0,300.0
instancias100a120,217.txt,200,10,2031,2134.0,1.050714,0.251,2031.0,0.0,0.0,524.98
instancias100a120,218.txt,200,10,2029,2124.0,1.046821,0.25,2030.0,0.0,0.0,405.75
instancias100a120,219.txt,200,10,2032,2142.0,1.054134,0.265,2034.0,1.0,1.0,300.0
instancias100a120,220.txt,200,10,2028,2230.0,1.099606,0.263,2029.0,0.0,0.0,59.23
instancias100a120,221.txt,200,20,1006,1106.0,1.099404,0.516,1007.0,0.0,0.0,294.67
instancias100a120,222.txt,200,20,1007,1106.0,1.098312,0.587,1008.0,1.0,1.0,300.0
instancias100a120,223.txt,200,20,1006,1206.0,1.198807,0.494,1008.0,1.0,1.0,300.0
instancias100a120,224.txt,200,20,1006,1109.0,1.102386,0.445,1007.0,1.0,1.0,300.0
instancias100a120,225.txt,200,20,1006,1111.0,1.104374,0.51,1008.0,1.0,1.0,300.0
instancias100a120,226.txt,200,20,1006,1109.0,1.102386,0.534,1007.0,0.0,0.0,204.59
instancias100a120,227.txt,200,20,1008,1210.0,1.200397,0.542,1009.0,1.0,1.0,300.0
instancias100a120,228.txt,200,20,1006,1105.0,1.09841,0.548,1007.0,1.0,1.0,300.0
instancias100a120,229.txt,200,20,1006,1106.0,1.099404,0.452,1008.0,0.0,0.0,176.74
instancias100a120,230.txt,200,20,1006,1107.0,1.100398,0.487,1007.0,0.0,0.0,2303.34
instancias100a120,231.txt,200,30,669,801.0,1.197309,0.895,701.0,1.0,4.0,300.0
instancias100a120,232.txt,200,30,670,802.0,1.197015,0.861,702.0,1.0,5.0,300.0
instancias100a120,233.txt,200,30,669,706.0,1.055306,0.835,702.0,1.0,6.0,300.0
instancias100a120,234.txt,200,30,669,801.0,1.197309,0.875,701.0,1.0,4.0,300.0
instancias100a120,235.txt,200,30,669,801.0,1.197309,0.852,702.0,1.0,5.0,300.0
instancias100a120,236.txt,200,30,669,803.0,1.200299,0.933,702.0,1.0,5.0,300.0
instancias100a120,237.txt,200,30,669,707.0,1.056801,0.974,702.0,1.0,6.0,300.0
instancias100a120,238.txt,200,30,669,707.0,1.056801,0.968,702.0,1.0,5.0,300.0
instancias100a120,239.txt,200,30,669,706.0,1.055306,1.05,701.0,1.0,5.0,300.0
instancias100a120,240.txt,200,30,669,805.0,1.203288,0.929,703.0,1.0,7.0,300.0
instancias100a120,241.txt,200,40,501,602.0,1.201597,1.149,503.0,0.0,0.0,595.14
instancias100a120,242.txt,200,40,501,602.0,1.201597,1.073,504.0,0.0,0.0,1688.64
instancias100a120,243.txt,200,40,501,602.0,1.201597,1.185,503.0,0.0,0.0,892.19
instancias100a120,244.txt,200,40,501,602.0,1.201597,1.195,502.0,0.0,0.0,13.55
instancias100a120,245.txt,200,40,501,603.0,1.203593,1.154,502.0,0.0,0.0,22.48
instancias100a120,246.txt,200,40,501,603.0,1.203593,1.232,503.0,0.0,0.0,28.27
instancias100a120,247.txt,200,40,501,603.0,1.203593,1.035,503.0,0.0,0.0,18.31
instancias100a120,248.txt,200,40,501,602.0,1.201597,1.052,502.0,0.0,0.0,752.25
instancias100a120,249.txt,200,40,501,601.0,1.199601,1.042,502.0,0.0,0.0,514.56
instancias100a120,250.txt,200,40,501,601.0,1.199601,1.168,503.0,0.0,0.0,1462.52
instancias100a120,251.txt,200,50,401,501.0,1.249377,1.417,401.0,0.0,0.0,92.95
instancias100a120,252.txt,200,50,401,519.0,1.294264,1.445,402.0,0.0,0.0,400.56
instancias100a120,253.txt,200,50,401,502.0,1.25187,1.557,403.0,0.0,0.0,1998.61
instancias100a120,254.txt,200,50,401,502.0,1.25187,1.535,402.0,0.0,0.0,397.33
instancias100a120,255.txt,200,50,401,501.0,1.249377,1.454,402.0,0.0,0.0,362.28
instancias100a120,256.txt,200,50,401,502.0,1.25187,1.389,402.0,0.0,0.0,261.05
instancias100a120,257.txt,200,50,401,601.0,1.498753,1.309,402.0,0.0,0.0,712.61
instancias100a120,258.txt,200,50,401,601.0,1.498753,1.51,402.0,0.0,0.0,459.83
instancias100a120,259.txt,200,50,401,600.0,1.496259,1.583,403.0,1.0,2.0,300.0
instancias100a120,260.txt,200,50,401,510.0,1.27182,1.307,402.0,0.0,0.0,294.16
instancias100a120,511.txt,500,10,5073,5173.0,1.019712,1.262,5076.0,1.0,1.0,300.0
instancias100a120,512.txt,500,10,5074,5201.0,1.02503,1.09,5074.0,0.0,0.0,1960.34
instancias100a120,513.txt,500,10,5079,5179.0,1.019689,1.261,5080.0,0.0,0.0,29.22
instancias100a120,514.txt,500,10,5079,5166.0,1.017129,1.12,5080.0,0.0,0.0,44.34
instancias100a120,515.txt,500,10,5079,5279.0,1.039378,1.324,5081.0,1.0,1.0,300.0
instancias100a120,516.txt,500,10,5073,5262.0,1.037256,1.126,5074.0,0.0,0.0,142.42
instancias100a120,517.txt,500,10,5071,5357.0,1.056399,1.238,5072.0,0.0,0.0,56.77
instancias100a120,518.txt,500,10,5071,5191.0,1.023664,1.217,5072.0,0.0,0.0,24.84
instancias100a120,519.txt,500,10,5073,5168.0,1.018727,1.316,5074.0,0.0,0.0,38.67
instancias100a120,520.txt,500,10,5072,5379.0,1.060528,1.077,5072.0,0.0,0.0,57.55
instancias100a120,521.txt,500,20,2516,2627.0,1.044118,2.559,2517.0,1.0,1.0,300.0
instancias100a120,522.txt,500,20,2513,2615.0,1.040589,2.818,2513.0,0.0,0.0,4306.58
instancias100a120,523.txt,500,20,2515,2614.0,1.039364,2.552,2516.0,1.0,1.0,300.0
instancias100a120,524.txt,500,20,2513,2617.0,1.041385,2.686,2515.0,1.0,1.0,300.0
instancias100a120,525.txt,500,20,2516,2711.0,1.077504,2.368,2516.0,0.0,0.0,91.23
instancias100a120,526.txt,500,20,2515,2715.0,1.079523,2.421,2516.0,1.0,1.0,300.0
instancias100a120,527.txt,500,20,2515,2618.0,1.040954,2.341,2516.0,1.0,1.0,300.0
instancias100a120,528.txt,500,20,2514,2613.0,1.039379,2.717,2514.0,0.0,0.0,172.17
instancias100a120,529.txt,500,20,2515,2614.0,1.039364,2.49,2516.0,1.0,1.0,300.0
instancias100a120,530.txt,500,20,2516,2618.0,1.040541,2.406,2517.0,1.0,1.0,300.0
instancias100a120,531.txt,500,30,1672,1712.0,1.023923,3.39,1702.0,1.0,7.0,300.0
